# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Feb  4 04:22:30 2022
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
691.01,156991337,PC,06h39m48.91s,99.9538120,-42d02m42.72s,-42.0451990,-11.2140000,18.1340000,2458474.3952820,6.9055862,3.2073505,1105.8311128,4.7527340,232.4514475,995.8703751,10.2340000,169.1170000,5846.0000000,4.4000000,1.0790700,2019-05-02 15:06:42,2021-10-29 12:59:15
692.01,320417762,FA,07h52m01.01s,118.0042290,+10d14m57.44s,10.2492880,-5.0130000,-4.7500000,2458491.7405100,1.0360400,1.8550000,250.0000000,3.5276100,21307.5000000,3365.0000000,9.0188000,481.9660000,9622.0000000,3.9500000,2.7400000,2019-05-17 19:12:59,2021-10-29 12:59:15
693.01,458589703,FA,08h17m05.98s,124.2749020,+08d14m55.75s,8.2488190,-79.2700000,59.0660000,2458506.4937400,,4.0290000,9640.0000000,17.7255000,,,11.2248000,114.7650000,4654.2000000,4.5900000,0.7200000,2019-05-02 15:06:42,2021-10-29 12:59:15
694.01,55383975,FP,05h09m32.06s,77.3835780,-64d01m33.9s,-64.0260830,6.4680000,25.9870000,2458366.7707350,48.0521600,4.4534560,14841.8740130,12.4038480,79.8792691,762.4796727,11.2595000,223.8820000,5354.9600000,4.4589400,0.9714830,2019-04-30 13:04:27,2021-10-29 12:59:15
695.01,55559618,PC,04h52m33.18s,73.1382350,-64d55m43.92s,-64.9288680,-21.1230000,106.7440000,2459329.7227540,21.3764999,4.1490000,560.0000000,1.9977600,24.7298000,621.0000000,10.7490000,144.0450000,5591.0000000,4.3811100,0.8100000,2019-04-30 13:04:27,2021-10-29 12:59:15
696.01,77156829,CP,04h32m42.96s,68.1789870,-39d47m27.15s,-39.7908740,239.4100000,-967.7720000,2458411.4736270,0.8602406,0.5124345,719.5357708,0.9718795,112.3971391,830.4405814,10.4276000,19.8782000,3450.0000000,4.8904400,0.3381900,2019-05-17 19:12:59,2021-10-29 12:59:15
696.02,77156829,CP,04h32m42.96s,68.1789870,-39d47m27.15s,-39.7908740,239.4100000,-967.7720000,2458411.0675170,3.6942604,1.1278521,832.8225921,1.0428407,16.1019503,510.9040793,10.4276000,19.8782000,3450.0000000,4.8904400,0.3381900,2019-05-17 19:12:59,2021-10-29 12:59:15
696.03,77156829,PC,04h32m42.96s,68.1789870,-39d47m27.15s,-39.7908740,239.4100000,-967.7720000,2458414.5629330,4.9652069,0.9361524,633.0580849,0.8566925,10.8558882,462.9521337,10.4276000,19.8782000,3450.0000000,4.8904400,0.3381900,2021-07-08 23:15:54,2021-12-09 12:01:52
697.01,77253676,PC,04h38m49.01s,69.7042210,-36d40m52.77s,-36.6813260,28.1680000,25.0510000,2458418.9259170,8.6078603,3.6798697,555.0621766,2.6206141,117.5495324,839.7982707,9.3553000,93.7714000,5447.0000000,4.3997100,0.9681490,2019-05-17 19:12:59,2021-10-29 12:59:15
698.01,141527579,PC,05h50m57.38s,87.7390870,-76d37m10.6s,-76.6196100,158.6960000,157.8340000,2459385.0157420,15.0867027,2.1082018,1933.7898270,2.1023448,3.5705855,350.5941050,12.1293000,63.3731000,3570.0000000,4.8319600,0.4718420,2019-04-30 13:04:27,2021-11-10 10:10:02
699.01,149302744,PC,05h33m31.74s,83.3822400,-62d06m32.48s,-62.1090220,-8.3560000,23.4620000,2459368.6406270,14.8010878,3.8418765,332.1000881,3.0303097,166.4404028,916.0821883,9.8106000,193.2900000,6138.6000000,4.0700000,1.4186400,2019-04-30 13:04:27,2021-12-14 12:02:15
699.02,149302744,PC,05h33m31.74s,83.3822400,-62d06m32.48s,-62.1090220,-8.3560000,23.4620000,2458358.8610640,33.6337628,5.7910435,365.3013967,3.1546020,55.7121172,696.7984330,9.8106000,193.2900000,6138.6000000,4.0700000,1.4186400,2019-04-30 13:04:27,2021-10-29 12:59:15
699.03,149302744,PC,05h33m31.74s,83.3822400,-62d06m32.48s,-62.1090220,-8.3560000,23.4620000,2458374.1923260,672.6631808,7.0488983,464.8386081,3.5353400,1.0262505,256.7042737,9.8106000,193.2900000,6138.6000000,4.0700000,1.4186400,2021-07-19 00:13:44,2021-10-29 12:59:15
700.01,150428135,CP,06h28m22.97s,97.0957170,-65d34m43.01s,-65.5786150,-102.7500000,161.8050000,2459303.1570620,16.0511408,1.3685027,2815.9829216,2.5737771,2.7275552,327.7654246,10.9102000,31.1265000,3482.0000000,4.4380000,0.4194570,2019-04-30 13:04:28,2021-11-12 16:02:01
700.02,150428135,CP,06h28m22.97s,97.0957170,-65d34m43.01s,-65.5786150,-102.7500000,161.8050000,2458330.4768610,37.4242177,3.3349344,738.4628383,1.2010874,0.8822218,247.1804944,10.9102000,31.1265000,3482.0000000,4.4380000,0.4194570,2019-04-30 13:04:28,2021-10-29 12:59:15
700.03,150428135,CP,06h28m22.97s,97.0957170,-65d34m43.01s,-65.5786150,-102.7500000,161.8050000,2459349.0368810,9.9772645,2.2432398,523.6884273,0.9647564,5.1416138,384.0560508,10.9102000,31.1265000,3482.0000000,4.4380000,0.4194570,2019-07-23 18:22:48,2021-11-12 16:02:01
700.04,150428135,PC,06h28m22.97s,97.0957170,-65d34m43.01s,-65.5786150,-102.7500000,161.8050000,2458352.9912210,27.8093715,3.5420615,452.7499058,0.9535031,1.3107701,272.8986468,10.9102000,31.1265000,3482.0000000,4.4380000,0.4194570,2021-11-19 01:00:23,2021-11-19 12:02:23
701.01,219239945,FP,04h18m05.2s,64.5216500,-53d48m04.57s,-53.8012700,42.0130000,36.0990000,2458389.3665520,13.6973840,4.7838480,1061.9465800,4.2119450,96.8938034,800.1911623,10.9660000,217.6210000,5837.0000000,4.3771300,1.1008900,2019-05-17 19:12:59,2021-10-29 12:59:15
702.01,237914496,PC,03h44m41.99s,56.1749490,-65d11m54.02s,-65.1983390,-24.7970000,178.7870000,2458326.8136100,3.5681727,1.4346282,913.3894807,2.0562425,49.3630369,676.0366130,11.8371000,84.4039000,4015.0000000,4.6150500,0.5777350,2019-04-30 13:04:28,2021-10-29 12:59:15
703.01,237928815,PC,03h51m59.96s,57.9998230,-59d52m56.79s,-59.8824420,28.7750000,32.6740000,2458356.9248890,8.6729353,2.9439103,794.2043456,2.4485100,114.2655600,833.8704571,10.2036000,120.9840000,5384.0000000,4.5475800,0.9100000,2019-04-30 13:04:28,2021-10-29 12:59:15
703.02,237928815,PC,03h51m59.96s,57.9998230,-59d52m56.79s,-59.8824420,28.7750000,32.6740000,2458370.3035090,22.5683627,4.9745502,869.8466160,2.4795010,31.9254300,606.2530529,10.2036000,120.9840000,5384.0000000,4.5475800,0.8523040,2019-04-30 13:04:28,2021-10-29 12:59:15
704.01,260004324,CP,06h04m21.6s,91.0899860,-55d18m41.54s,-55.3115380,681.7260000,342.1320000,2459319.1287750,3.8142973,1.4130959,458.4447662,1.0973555,26.3712213,577.9660256,10.1428000,29.8424000,3625.0000000,4.7833000,0.5040680,2019-04-30 13:04:28,2021-10-29 12:59:15
705.01,391904697,PC,07h05m54.52s,106.4771480,-72d33m31.55s,-72.5587650,-12.1030000,22.7690000,2458352.1368490,47.0194326,5.7218756,1284.0486239,3.1372132,8.6424426,437.2993944,11.4994000,191.0580000,5249.1800000,4.6836900,0.8778770,2019-04-30 13:04:30,2021-10-29 12:59:15
706.01,219345200,PC,04h59m00.64s,74.7526570,-49d44m10.24s,-49.7361790,64.5860000,-27.3880000,2458434.9115250,719.0381327,5.4244096,4851.4092337,16.6333557,0.8538315,245.1674374,8.3643000,94.6970000,5709.6000000,3.5300000,1.4981000,2019-04-30 13:04:28,2021-10-29 12:59:15
707.01,167342439,PC,06h34m55.1s,98.7295890,-67d32m14.19s,-67.5372740,-14.9900000,-11.3180000,2458345.5265740,52.7991894,6.0468659,552.7027648,2.4073727,10.9718680,464.1837079,10.0906000,130.9590000,5409.2200000,4.4622900,1.0210100,2019-04-30 13:04:28,2021-10-29 12:59:15
708.01,391821647,FP,05h31m03.57s,82.7648590,-70d21m25.84s,-70.3571790,6.5150000,23.1400000,2458325.5736630,1.9960710,5.9108790,352.7667200,1.9479510,1372.5643890,1552.3974880,10.8623000,214.7560000,6636.0000000,4.6045200,0.9751210,2019-04-30 13:04:30,2021-10-29 12:59:15
709.01,396720998,PC,04h22m37.29s,65.6553860,-54d08m49.84s,-54.1471790,8.3700000,-0.7580000,2458392.8220010,32.3766006,3.8827521,52579.8740908,3.6771515,4854.6878282,2128.9236019,13.9870000,1350.3200000,50000.0000000,5.8027600,0.1470000,2019-04-30 13:04:30,2021-10-29 12:59:15
709.02,396720998,PC,04h22m37.29s,65.6553860,-54d08m49.84s,-54.1471790,8.3700000,-0.7580000,2458399.2211350,777.0516742,4.3877266,7211.9264886,1.3396102,70.1244992,738.0523930,13.9870000,1350.3200000,50000.0000000,5.8027600,0.1470000,2021-07-08 23:15:53,2021-10-29 12:59:15
710.01,309402106,FP,08h18m59.69s,124.7487030,-65d16m41.12s,-65.2780890,-13.0700000,12.7780000,2458343.9421460,216.2458400,1.0703729,5045.1950681,18.5681404,312.4351835,1072.2837713,8.4884010,157.7210000,7053.0000000,4.2246300,1.5968800,2019-05-20 19:32:05,2021-12-08 10:10:01
711.01,38510224,PC,04h10m03.87s,62.5161310,-61d56m33.6s,-61.9426680,5.7020000,-47.9550000,2458329.9114970,18.3841811,3.9306685,1091.9158174,2.6833033,10.4112237,458.1368175,11.7481000,118.2800000,4356.0000000,4.6047100,0.6814070,2019-05-24 15:31:12,2021-10-29 12:59:15
711.02,38510224,PC,04h10m03.87s,62.5161310,-61d56m33.6s,-61.9426680,5.7020000,-47.9550000,2458342.5432000,35.9432187,2.8503375,1053.9046817,2.2329257,4.2586460,366.3849584,11.7481000,118.2800000,4356.0000000,4.6047100,0.6814070,2021-07-08 23:15:53,2021-10-29 12:59:15
712.01,150151262,PC,06h11m44.67s,92.9361060,-65d49m33.02s,-65.8258390,-2.9290000,31.0030000,2459319.6208680,9.5313777,1.8343538,958.9862868,2.5226878,31.0339987,601.9760098,9.9059000,58.6212000,4504.0000000,4.5883300,0.7204610,2019-05-20 19:32:04,2021-10-29 12:59:15
712.02,150151262,PC,06h11m44.67s,92.9361060,-65d49m33.02s,-65.8258390,-2.9290000,31.0030000,2459256.5946860,51.6996634,4.7579646,1881.6185822,3.1400866,3.2563296,342.6114234,9.9059000,58.6212000,4504.0000000,4.5883300,0.7204610,2019-05-24 15:31:12,2021-10-29 12:59:15
712.03,150151262,FA,06h11m44.67s,92.9361060,-65d49m33.02s,-65.8258390,-2.9290000,31.0030000,2458417.1206190,53.7464820,5.5929880,1557.5418160,3.2631560,3.3582641,345.2617451,9.9059000,58.6212000,4504.0000000,4.5883300,0.8426450,2019-05-24 15:31:12,2021-11-03 10:10:02
712.04,150151262,PC,06h11m44.67s,92.9361060,-65d49m33.02s,-65.8258390,-2.9290000,31.0030000,2458470.8639440,678.7158085,5.5586071,1556.9403241,2.7892078,0.1051465,145.2340414,9.9059000,58.6212000,4504.0000000,4.5883300,0.7204610,2021-07-08 23:15:53,2021-10-29 12:59:15
713.01,167600516,PC,06h48m05.13s,102.0213760,-65d37m27.33s,-65.6242570,-19.0990000,-124.9990000,2458346.7098580,35.9993966,4.1333775,1140.0977684,2.2307430,3.7788483,355.5982499,10.6925000,69.3653000,4316.7000000,4.6085800,0.6510750,2019-05-24 15:31:12,2021-10-29 12:59:15
713.02,167600516,PC,06h48m05.13s,102.0213760,-65d37m27.33s,-65.6242570,-19.0990000,-124.9990000,2458325.8944280,1.8715192,1.0601038,260.3086911,1.2580075,194.7574285,952.7813718,10.6925000,69.3653000,4316.7000000,4.6085800,0.6510750,2019-05-24 15:31:12,2021-10-29 12:59:15
714.01,219195044,PC,06h09m34.18s,92.3924170,-53d49m22.76s,-53.8229880,92.7210000,115.2980000,2458412.8257880,4.3239159,1.4983894,1034.1867862,1.7056389,23.7736813,563.1756369,11.5436000,53.8473000,3782.0000000,4.4380000,0.4731410,2019-05-24 15:31:12,2021-10-29 12:59:15
714.02,219195044,PC,06h09m34.18s,92.3924170,-53d49m22.76s,-53.8229880,92.7210000,115.2980000,2458419.1073600,10.1775323,2.0372095,966.6690236,1.4900130,7.5929307,423.3719764,11.5436000,53.8473000,3782.0000000,4.4380000,0.4731410,2019-05-24 15:31:12,2021-10-29 12:59:15
715.01,271971130,PC,07h35m24.56s,113.8523280,-73d34m38.67s,-73.5774090,82.6340000,9.9870000,2458327.5495930,19.2880500,2.1999300,4584.0332423,1.6848164,0.7212825,235.0423387,13.5308000,42.4048000,3075.0000000,4.4380000,0.2298240,2019-05-24 15:31:12,2021-10-29 12:59:15
716.01,119081096,FP,09h04m57.34s,136.2389120,-18d30m09.63s,-18.5026740,94.6490000,-39.4170000,2458518.1099100,0.8370700,2.4970000,2745.5000000,2.9884900,2645.9300000,1998.0000000,12.4268000,88.8248000,3776.0000000,4.7200000,0.5200000,2019-05-24 15:54:20,2021-10-29 12:59:15
717.01,275248683,FP,09h51m52.93s,147.9705360,+02d06m59.93s,2.1166470,-26.0920000,62.0640000,2458518.2661700,0.5307900,1.2380000,1113.0700000,,977.3430000,1557.0000000,11.4407000,34.7229000,3788.4000000,4.8700000,,2019-05-24 15:54:20,2021-12-07 16:02:02
718.01,150247134,FA,06h16m40.19s,94.1674450,-62d38m54.25s,-62.6484030,-3.5800000,34.7850000,2459144.8280690,12.8650769,3.9790000,1070.0000000,1.9005800,40.6428000,703.0000000,11.4845000,726.8800000,5031.0000000,,0.8100000,2019-05-24 15:54:20,2021-10-29 12:59:15
719.01,184952758,FP,08h32m34.6s,128.1441780,-36d20m48.54s,-36.3468180,57.8300000,-24.5500000,2458519.8924500,4.1055300,4.2670000,310.0000000,1.7126000,897.1760000,1524.0000000,9.0349000,84.7306000,5653.0000000,4.4600000,0.9700000,2019-05-24 15:54:20,2021-10-29 12:59:15
720.01,131419878,FP,07h52m08.93s,118.0371960,-37d47m56.46s,-37.7990160,-12.1750000,8.9920000,2458494.0891500,3.1604300,1.9220000,203.3300000,2.3886600,616.9500000,1388.0000000,8.8154000,151.6340000,6482.3000000,4.2100000,1.5200000,2019-05-24 15:54:20,2021-12-07 16:02:02
721.01,38571020,PC,04h12m47.85s,63.1993850,-64d20m52.1s,-64.3478050,24.2150000,-54.1990000,2459358.1357920,12.2878289,4.4690480,285.2560664,2.2822746,168.3338943,918.6765742,10.1805000,206.2940000,6008.6200000,4.2180700,1.2961700,2019-05-24 15:54:20,2021-10-29 12:59:15
722.01,38509907,PC,04h09m31.1s,62.3795680,-62d51m02.36s,-62.8506560,124.3060000,166.0910000,2458339.1381730,15.3003113,3.1540323,1270.3678745,2.3968761,17.0819057,518.5060517,11.9755000,57.6851000,4082.0000000,4.6316200,0.6607620,2019-05-24 15:54:20,2021-10-29 12:59:15
723.01,177077336,PC,06h52m58.4s,103.2433350,-70d38m30.07s,-70.6416860,-56.3500000,143.3570000,2459325.1875400,1.4178609,1.5441922,234.2778276,1.1578259,565.0155345,1243.4686679,10.0686000,80.9812000,4907.9600000,4.5780900,0.7563360,2019-05-08 16:01:12,2021-10-29 12:59:15
724.01,339961200,PC,07h30m13.26s,112.5552580,-58d32m22.78s,-58.5396600,-47.5980000,51.6960000,2459330.5950290,3.2126472,0.4990000,440.0000000,2.2667800,16.2086000,558.0000000,9.7333000,95.3452000,5330.0000000,4.5100000,0.8800000,2019-04-24 14:49:57,2021-11-10 16:02:01
725.01,410245915,FP,08h55m51.57s,133.9648760,-20d16m29.2s,-20.2747790,-1.1000000,-5.3000000,2458518.7622600,0.9887700,1.6500000,744.9470000,2.5097900,3360.7700000,2121.0000000,10.2658000,272.8340000,6173.3000000,4.2200000,0.8400000,2019-05-24 18:24:57,2021-12-07 16:02:02
726.01,174143743,FP,07h35m32s,113.8833300,-36d23m13.06s,-36.3869620,6.9480000,39.0680000,2458492.3131300,0.4613200,1.3200000,220.0000000,1.8925300,13156.0000000,2983.0000000,10.1007000,206.7550000,6629.0000000,4.4100000,1.2100000,2019-05-24 18:24:57,2021-10-29 12:59:15
727.01,149788158,PC,08h42m56.86s,130.7369310,-02d29m54.91s,-2.4985850,22.5770000,-120.1500000,2459245.5184600,4.7244442,0.9990000,1480.0000000,1.9756200,6.2920200,441.0000000,11.0002000,42.9720000,3653.0000000,4.7400000,0.5000000,2019-05-24 18:24:57,2021-10-29 12:59:15
728.01,96097215,PC,09h47m34.01s,146.8917120,-07d19m51.13s,-7.3308700,-20.6680000,-11.6960000,2458518.9408900,1.6024500,0.3120000,890.0000000,4.6941100,55.2437000,759.0000000,10.5656000,172.0970000,5648.0000000,,0.9800000,2019-05-24 18:24:57,2021-10-29 12:59:15
729.01,144138509,PC,11h44m08.5s,176.0354120,-09d56m55.91s,-9.9488640,-37.8540000,3.9230000,2458564.8310000,,2.0041260,1127.0087130,4.3444750,287.5942063,1050.3034275,10.5568000,235.6650000,6023.2000000,4.0500000,1.2709400,2019-05-15 18:24:34,2021-10-29 12:59:15
730.01,11561667,CP,09h59m17.68s,149.8236670,-27d23m34.14s,-27.3928170,-24.6350000,-8.2860000,2458543.8694240,3.0876295,2.2177810,41450.2208205,14.0532293,95.8571899,798.0423207,14.9181000,436.1760000,4105.0000000,4.4380000,0.6938600,2019-06-06 16:40:58,2022-01-12 12:02:22
731.01,34068865,CP,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790160,-462.5490000,-582.8140000,2459304.8375290,0.3219258,0.4991586,366.7299823,1.0276774,586.6138176,1255.1852344,8.0319410,9.4126300,3518.0000000,4.8249200,0.4577510,2019-06-06 16:40:58,2022-01-12 12:02:22
732.01,36724087,CP,10h18m34.78s,154.6449030,-11d43m04.08s,-11.7178010,-341.4090000,-247.8700000,2458543.9066480,0.7683904,1.0241242,903.9933214,1.1406447,112.6409067,830.8904817,10.5848000,21.9814000,3329.0000000,4.9495700,0.3741390,2019-06-06 16:40:58,2021-10-29 12:59:15
732.02,36724087,CP,10h18m34.78s,154.6449030,-11d43m04.08s,-11.7178010,-341.4090000,-247.8700000,2458546.8496020,12.2521769,1.3819229,2992.6328578,2.0747565,2.8066463,330.1160738,10.5848000,21.9814000,3329.0000000,4.9495700,0.3741390,2019-06-06 16:40:58,2021-10-29 12:59:15
733.01,106402532,PC,10h37m38.24s,159.4093180,-40d53m17.73s,-40.8882590,27.5430000,19.3470000,2458545.7754460,4.8847827,2.6513590,412.4331829,1.9953537,253.9689997,1018.1574108,8.8411000,75.2092000,5969.0000000,4.5172000,0.9376810,2019-06-06 16:40:58,2021-10-29 12:59:15
734.01,146846569,PC,10h43m33.51s,160.8896360,-44d37m18.53s,-44.6218150,-287.1100000,132.7000000,2458545.4485030,4.7535215,1.0678580,230434.9826910,11.8493622,2.6086415,324.1330753,15.1730000,,3010.0000000,5.1097600,0.2012800,2019-06-06 16:40:58,2021-10-29 12:59:15
735.01,150271680,FP,06h19m01.13s,94.7547040,-63d51m52.95s,-63.8647080,31.7630000,-44.2820000,2458543.9673270,2.5936940,3.0544290,526.7848270,2.9807360,4.3241755,367.7863249,9.5215000,121.7550000,5316.6000000,3.8800000,1.2872500,2019-05-15 18:24:34,2021-10-29 12:59:15
736.01,181804752,CP,11h02m45.72s,165.6904840,-16d24m23.2s,-16.4064440,-221.0780000,-58.9990000,2459285.0148050,4.9899032,1.1018343,17472.8884595,2.2835323,2.2410879,312.0573896,13.5571000,26.4927000,2940.0000000,5.1431500,0.1714300,2019-06-06 16:40:58,2021-12-02 16:02:01
736.02,181804752,CP,11h02m45.72s,165.6904840,-16d24m23.2s,-16.4064440,-221.0780000,-58.9990000,2458543.5577200,0.9479951,0.5810698,4275.0633227,1.2010731,20.5198230,542.8291387,13.5571000,26.4927000,2940.0000000,5.1431500,0.1714300,2019-06-06 16:40:58,2021-12-02 16:02:01
737.01,219189765,CP,11h24m03.55s,171.0147920,-19d33m25.05s,-19.5569590,-38.8570000,39.6790000,2458544.4309400,1.7318511,1.6465256,35736.4744802,11.6885026,86.6366705,778.1175092,14.7599000,299.3890000,3394.0000000,4.9186000,0.6152190,2019-06-06 16:40:58,2022-01-12 12:02:22
738.01,260304800,PC,06h18m08.51s,94.5354710,-57d33m31.42s,-57.5587270,-5.1970000,25.6290000,2459387.2034810,3.4405974,2.4860000,8450.0000000,9.0464200,379.5300000,1229.0000000,12.7474000,389.8840000,5324.0000000,4.4356300,0.9400000,2019-05-15 18:24:35,2021-11-09 16:02:01
739.01,279425357,PC,06h59m57.84s,104.9910030,-57d37m07.23s,-57.6186750,-4.9010000,-7.0950000,2459385.8810940,9.0150283,1.5474455,4828.3944779,10.4628284,188.1798046,944.6327600,11.6049000,340.4160000,6083.6100000,4.3203000,1.1584001,2019-06-06 16:40:58,2021-11-09 16:02:01
740.01,310009611,PC,10h08m28.33s,152.1180340,-50d18m27.01s,-50.3075030,-25.1270000,-30.3790000,2459303.1878200,2.1312313,3.0510000,370.0000000,1.8171500,1896.4700000,1838.0000000,9.5290000,115.0910000,5776.0000000,4.4063100,0.9700000,2019-05-15 18:24:36,2021-11-09 16:02:01
741.01,359271092,PC,09h21m35.85s,140.3993760,-60d16m52.21s,-60.2811690,-840.1140000,182.0900000,2458544.0773750,7.5769754,1.8612037,291.0770602,1.0206271,13.1363847,485.5553171,7.6687400,10.4540000,3766.0000000,4.7595700,0.5252760,2019-06-06 16:40:58,2021-10-29 12:59:15
742.01,373424049,FP,09h20m13.63s,140.0567940,-53d07m10.87s,-53.1196850,2.6540000,-0.9090000,2458543.4751740,0.9630810,2.3785140,244.2612140,2.7276440,23744.7739410,3166.0061880,8.6333000,227.2650000,8688.0000000,4.3218700,1.6869800,2019-06-06 16:40:58,2021-10-29 12:59:15
743.01,434486077,PC,10h26m17.44s,156.5726460,-23d30m29.03s,-23.5080630,-31.6880000,-2.9920000,2458545.1347200,2.2284671,1.5708912,15402.4299594,10.9560053,378.6482626,1125.0679205,14.3858000,638.9720000,5156.0000000,4.4683800,0.8242880,2019-06-06 16:40:58,2021-10-29 12:59:15
744.01,437242640,KP,11h01m35.85s,165.3993680,-23d51m39.41s,-23.8609460,-43.9000000,-65.7940000,2459284.7459100,4.3176850,2.1010015,11458.0068433,14.0391584,425.7131574,1158.5079485,9.7566000,132.0960000,5700.0000000,4.5057800,1.1090100,2019-05-15 18:24:37,2021-12-08 16:02:02
745.01,444842193,PC,09h51m01.78s,147.7574370,-55d19m05.88s,-55.3182990,-52.2230000,-5.8620000,2459330.9282350,1.0791105,2.5410000,570.0000000,2.2889400,5145.5900000,2359.0000000,10.5488000,175.3810000,5741.0000000,4.4712200,0.9700000,2019-06-06 16:40:58,2021-11-09 16:02:01
746.01,167418903,PC,06h38m28.99s,99.6207950,-67d38m56.22s,-67.6489500,-3.1590000,6.5150000,2459367.9179020,10.9803062,2.0297460,8575.7156870,10.4357254,87.8744562,780.8820002,11.3786000,234.4180000,5614.9000000,4.4700000,0.9577190,2019-04-01 16:52:03,2021-10-29 12:59:15
747.01,15445551,KP,12h21m17.92s,185.3246820,-52d50m26.94s,-52.8408160,-1.3560000,3.9190000,2459308.4136960,1.6827896,3.0183509,8077.8824916,14.8004637,4170.1035015,2049.5402806,10.3490000,298.3920000,6271.0000000,4.0821400,1.5680300,2019-06-05 19:57:31,2021-10-29 12:59:15
748.01,104024556,KP,13h04m10.51s,196.0437930,-35d32m58.3s,-35.5495290,-18.6580000,1.0370000,2459307.9561120,2.0218978,3.0066495,9440.8977549,18.4075000,6416.6381373,2282.6884250,10.3182000,423.5520000,7000.0000000,4.1341200,1.9422500,2019-06-11 20:03:40,2021-10-29 12:59:15
749.01,5868998,APC,12h31m07.68s,187.7819880,-23d46m25.37s,-23.7737150,-35.2360000,-35.0440000,2458569.9335900,0.6355400,1.2573260,51164.6352510,14.3724890,233.5126927,997.0050832,13.9372000,232.1230000,3602.0000000,4.8169000,0.4420000,2019-06-11 20:03:40,2021-12-21 12:01:51
750.01,14614418,KP,11h35m49.78s,173.9574200,-29d09m21.83s,-29.1560640,3.1790000,-4.9040000,2459304.3270730,0.8378445,1.7680000,20450.0000000,15.1164000,2569.0000000,1983.0000000,13.3898000,624.3680000,5600.0000000,4.4382600,1.0200000,2019-06-11 20:03:40,2021-11-10 16:02:01
751.01,14661418,KP,11h36m02.37s,174.0098690,-29d32m36.11s,-29.5433640,24.9210000,-9.9070000,2459303.0275670,4.7228146,2.1894174,22675.3812671,12.1376504,111.2989974,828.4047160,12.4806000,229.5180000,4803.0000000,4.6415400,0.7932350,2019-06-11 20:03:40,2021-12-02 16:02:01
752.01,61538902,KP,11h45m11.77s,176.2990520,-42d03m50.25s,-42.0639580,11.6700000,-1.5930000,2459309.4471740,5.7484352,2.7352880,12199.1678163,13.3141355,345.6958022,1099.7482411,11.3743000,301.4620000,5900.0000000,4.5299400,1.1278300,2019-06-11 20:03:40,2021-10-29 12:59:15
753.01,61988212,APC,11h52m17.87s,178.0744480,-47d35m00.29s,-47.5834140,-5.9230000,-5.0520000,2458569.4554160,0.5552550,1.6220360,23416.4003870,18.6309670,5682.4367090,2214.3863790,14.3042000,597.7470000,5591.0000000,4.3811100,1.0616800,2019-06-11 20:03:40,2021-10-29 12:59:15
754.01,72985822,PC,12h37m11.31s,189.2971130,-42d24m49.09s,-42.4136370,-13.0270000,-6.3770000,2459310.2442790,3.8642753,2.1301078,7337.0326490,13.7930569,733.2486719,1327.1883806,12.2397000,498.3600000,6214.0000000,4.2672900,1.2262300,2019-06-11 20:03:40,2021-10-29 12:59:15
755.01,73228647,CP,12h40m08.78s,190.0365640,-44d18m43.48s,-44.3120780,-3.7230000,-13.6840000,2459309.3808350,2.5397618,2.3395444,408.2724073,2.0113612,712.4321050,1317.6668502,9.4628000,106.3070000,6003.0000000,4.4735600,0.9866490,2019-06-11 20:03:40,2021-10-29 12:59:15
756.01,73649615,PC,12h48m24.9s,192.1037380,-45d28m13.7s,-45.4704710,-216.3720000,29.2090000,2459308.0043500,1.2393057,1.1808299,2587.9085890,2.8697161,111.0499674,827.9409405,12.5554000,86.1759000,3614.0000000,4.8125700,0.5076280,2019-06-05 19:57:31,2021-10-29 12:59:15
